monster,game,input,value,unit,source
apex-zinogre,MHRS,tolerance_stun,150,status build-up points,https://mhrice.info/mhrice.json
arkveld,MHWilds,base_hp,5200,HP points,https://wilds.mhdb.io/en/monsters
arkveld,MHWilds,enrage_attack_mult,1.1,multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,enrage_duration,160,seconds (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,enrage_speed_mult,1.05,motion-speed multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,enrage_trigger,1400,damage points (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,head_stagger,800,damage points (base),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,hitzone_max_raw,50,"percent (robomeche Meat, default state max)",https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,size_base,1666.54,cm,https://wilds.mhdb.io/en/monsters
arkveld,MHWilds,size_gold,2049.8442,cm,https://wilds.mhdb.io/en/monsters
arkveld,MHWilds,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,tolerance_poison,150,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arkveld,MHWilds,tolerance_stun,120,stun (KO) build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
arzuros,MHGU,base_hp,2400,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
arzuros,MHRS,base_hp,3300,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
arzuros,MHRS,enrage_attack_mult,1.2,multiplier,https://mhrice.info/mhrice.json
arzuros,MHRS,enrage_duration,60,seconds,https://mhrice.info/mhrice.json
arzuros,MHRS,enrage_speed_mult,1.1,motion-rate multiplier,https://mhrice.info/mhrice.json
arzuros,MHRS,enrage_trigger,550,damage points (High Rank),https://mhrice.info/mhrice.json
arzuros,MHGU,head_stagger,130,stagger threshold (raw),https://mhgu.kiranico.com/monster/65776
arzuros,MHRS,head_stagger,150,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
arzuros,MHGU,hitzone_max_raw,66,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/65776
arzuros,MHRS,hitzone_max_raw,66,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
arzuros,MHRS,move_power_max,70,raw damage (max base_damage),https://mhrice.info/mhrice.json
arzuros,MHGU,size_base,562.63,cm,https://mhgu.kiranico.com/monster/65776
arzuros,MHRS,size_base,558.1,cm,https://mhrice.info/mhrice.json
arzuros,MHGU,size_gold,692.03,cm,https://mhgu.kiranico.com/monster/65776
arzuros,MHRS,size_gold,686.463,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
arzuros,MHGU,tolerance_paralysis,80,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
arzuros,MHRS,tolerance_paralysis,130,status build-up points,https://mhrice.info/mhrice.json
arzuros,MHGU,tolerance_poison,60,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
arzuros,MHRS,tolerance_poison,100,status build-up points,https://mhrice.info/mhrice.json
arzuros,MHGU,tolerance_sleep,80,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
arzuros,MHRS,tolerance_sleep,100,status build-up points,https://mhrice.info/mhrice.json
arzuros,MHGU,tolerance_stun,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
arzuros,MHRS,tolerance_stun,100,status build-up points,https://mhrice.info/mhrice.json
ash-kecha-wacha,MH4U,base_hp,3500,HP,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,enrage_attack_mult,1.2,multiplier,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,enrage_duration,90,seconds,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,enrage_speed_mult,1.1,multiplier,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,head_stagger,160,damage,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,hitzone_max_raw,70,hitzone %,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,size_base,886.1111111111111,cm,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,size_gold,1010.2,cm,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,tolerance_paralysis,150,status build-up points,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,tolerance_poison,150,status build-up points,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,tolerance_sleep,150,status build-up points,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ash-kecha-wacha,MH4U,tolerance_stun,150,status build-up points,https://kiranico.com/en/mh4u/monster/ash-kecha-wacha
ashen-lao-shan-lung,MHFU,base_hp,26666,"HP points (raw, min of appear[].health across quests)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
ashen-lao-shan-lung,MHFU,enrage_attack_mult,1.5,multiplier (x),https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
ashen-lao-shan-lung,MHFU,head_stagger,400,flinch/stagger damage threshold (raw),https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/basic-parts-duration.json
ashen-lao-shan-lung,MHFU,hitzone_max_raw,55,"percent (raw hitzone, external non-conditional parts, max of slash/strike/shooting)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/weapon-effectiveness.json
astalos,MHGU,base_hp,4500,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
astalos,MHRS,base_hp,4500,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
astalos,MHRS,enrage_attack_mult,1.26,multiplier,https://mhrice.info/mhrice.json
astalos,MHRS,enrage_duration,65,seconds,https://mhrice.info/mhrice.json
astalos,MHRS,enrage_speed_mult,1.14,motion-rate multiplier,https://mhrice.info/mhrice.json
astalos,MHRS,enrage_trigger,1000,damage points (High Rank),https://mhrice.info/mhrice.json
astalos,MHGU,head_stagger,200,stagger threshold (raw),https://mhgu.kiranico.com/monster/649d6
astalos,MHRS,head_stagger,250,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
astalos,MHGU,hitzone_max_raw,63,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/649d6
astalos,MHRS,hitzone_max_raw,63,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
astalos,MHRS,move_power_max,65,raw damage (max base_damage),https://mhrice.info/mhrice.json
astalos,MHGU,size_base,1755.26,cm,https://mhgu.kiranico.com/monster/649d6
astalos,MHRS,size_base,1740.84,cm,https://mhrice.info/mhrice.json
astalos,MHGU,size_gold,2158.97,cm,https://mhgu.kiranico.com/monster/649d6
astalos,MHRS,size_gold,2141.2331999999997,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
astalos,MHGU,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
astalos,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
astalos,MHGU,tolerance_poison,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
astalos,MHRS,tolerance_poison,250,status build-up points,https://mhrice.info/mhrice.json
astalos,MHGU,tolerance_sleep,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
astalos,MHRS,tolerance_sleep,150,status build-up points,https://mhrice.info/mhrice.json
astalos,MHGU,tolerance_stun,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
astalos,MHRS,tolerance_stun,120,status build-up points,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,base_hp,4500,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,enrage_attack_mult,1.1,multiplier,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,enrage_duration,100,seconds,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,enrage_speed_mult,1.1,motion-rate multiplier,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,enrage_trigger,400,damage points (High Rank),https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,head_stagger,250,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,hitzone_max_raw,70,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,move_power_max,80,raw damage (max base_damage),https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,size_base,1545,cm,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,size_gold,1900.35,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,tolerance_poison,150,status build-up points,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,tolerance_sleep,250,status build-up points,https://mhrice.info/mhrice.json
aurora-somnacanth,MHRS,tolerance_stun,120,status build-up points,https://mhrice.info/mhrice.json
azure-rathalos,MH4U,base_hp,4300,HP,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,base_hp,3250,HP,https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,enrage_attack_mult,1.2,multiplier,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,enrage_attack_mult,1.05,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,enrage_duration,90,seconds,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,enrage_duration,100,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,enrage_speed_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,enrage_speed_mult,1.15,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MHWorld,enrage_trigger,650,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,head_stagger,230,damage,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,head_stagger,240,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,hitzone_max_raw,70,hitzone %,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,hitzone_max_raw,65,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MHWorld,move_power_max,80,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,size_base,1844.4444444444443,cm,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,size_base,1704.22,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/11/Azure%20Rathalos
azure-rathalos,MH4U,size_gold,2104.9,cm,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,size_gold,2096.19,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,tolerance_paralysis,180,status build-up points,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,tolerance_paralysis,180,status build-up points,https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,tolerance_poison,180,status build-up points,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,tolerance_poison,250,status build-up points,https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,tolerance_sleep,180,status build-up points,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,tolerance_sleep,150,status build-up points,https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
azure-rathalos,MH4U,tolerance_stun,100,status build-up points,https://kiranico.com/en/mh4u/monster/azure-rathalos
azure-rathalos,MHWorld,tolerance_stun,150,status build-up points,https://mhworld.kiranico.com/en/monsters/BaYte/azure-rathalos
balahara,MHWilds,base_hp,4400,HP points,https://wilds.mhdb.io/en/monsters
balahara,MHWilds,enrage_attack_mult,1.1,multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,enrage_duration,90,seconds (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,enrage_speed_mult,1.05,motion-speed multiplier (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,enrage_trigger,1400,damage points (High Rank),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,head_stagger,400,damage points (base),https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,hitzone_max_raw,60,"percent (robomeche Meat, default state max)",https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,size_base,1912.616,cm,https://wilds.mhdb.io/en/monsters
balahara,MHWilds,size_gold,2352.5176,cm,https://wilds.mhdb.io/en/monsters
balahara,MHWilds,tolerance_paralysis,130,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,tolerance_poison,150,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
balahara,MHWilds,tolerance_stun,120,stun (KO) build-up points,https://raw.githubusercontent.com/robomeche/MHWilds-Database/main/monster/assets/json/MHWilds_Data_compact.json.gz
baleful-gigginox,MH3U,enrage_attack_mult,1.3,multiplier,http://mh3g.org/book/giginebura-b.html
baleful-gigginox,MH3U,enrage_duration,80,seconds,http://mh3g.org/book/giginebura-b.html
baleful-gigginox,MH3U,enrage_speed_mult,1.1,multiplier,http://mh3g.org/book/giginebura-b.html
baleful-gigginox,MH3U,head_stagger,250,damage points (village-quest base),http://mh3g.org/book/giginebura-b.html
baleful-gigginox,MH3U,hitzone_max_raw,55,"raw hitzone % (max of cut/impact/shot, sentinels excluded)",https://raw.githubusercontent.com/dbooga/MonsterHunter3UDatabase/master/MonsterHunter3UDatabase/assets/mh3u.sqlite
baleful-gigginox,MH3U,size_base,1092,cm,https://monsterhunterwiki.org/wiki/Baleful_Gigginox_(MH3U)
baleful-gigginox,MH3U,size_gold,1266.72,cm,https://monsterhunterwiki.org/wiki/Baleful_Gigginox_(MH3U)
baleful-gigginox,MH3U,tolerance_paralysis,240,status build-up points (village base),http://mh3g.trigwiki.jp/data/932.html
baleful-gigginox,MH3U,tolerance_poison,200,status build-up points (village base),http://mh3g.trigwiki.jp/data/932.html
baleful-gigginox,MH3U,tolerance_sleep,200,status build-up points (village base),http://mh3g.trigwiki.jp/data/932.html
baleful-gigginox,MH3U,tolerance_stun,180,status build-up points (village base),http://mh3g.trigwiki.jp/data/932.html
banbaro,MHWorld,base_hp,2800,HP,https://mhworld.kiranico.com/en/monsters/6dJI8/banbaro
banbaro,MHWorld,enrage_attack_mult,1.1,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/6dJI8/banbaro
banbaro,MHWorld,enrage_duration,90,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/6dJI8/banbaro
